,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
7878,Bakı,Kia,Rio,2006,Hetçbek,Tünd qırmızı,1.4 L/97 a.g./Benzin,177 400 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 100 AZN,5.0,2.0,Avropa
7879,Bakı,Dacia,Logan,2007,Universal,Göy,1.4 L/75 a.g./Benzin,152 329 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 000 AZN,5.0,1.0,Avropa
7880,Bakı,Abarth,595,2012,Hetçbek,Qara,1.4 L/180 a.g./Benzin,163 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 300 AZN,4.0,1.0,Amerika
7881,Zaqatala,BMW,318,1993,Sedan,Boz,1.8 L/140 a.g./Benzin,291 143 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 500 AZN,5.0,1.0,Avropa
7882,Bakı,Porsche,Cayenne S,2010,Offroader / SUV,Ağ,4.8 L/385 a.g./Benzin,156 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 500 USD,5.0,1.0,Avropa
7883,Qəbələ,GAZ,3110,2000,Sedan,Ağ,2.4 L/131 a.g./Benzin,205 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 300 AZN,5.0,3.0,Avropa
7884,Bakı,Nissan,Note,2011,Hetçbek,Qara,1.5 L/109 a.g./Benzin,61 400 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 000 AZN,5.0,2.0,Avropa
7885,Sumqayıt,Toyota,Prius,2006,Liftbek,Yaş Asfalt,1.5 L/76 a.g./Hibrid,453 835 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 300 AZN,5.0,1.0,Amerika
7886,Bakı,Opel,Vectra,1996,Sedan,Yaşıl,1.6 L/101 a.g./Benzin,323 639 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 100 AZN,5.0,2.0,Rəsmi diler
7887,Bakı,Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,2.0 L/150 a.g./Dizel,150 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 000 AZN,5.0,1.0,Koreya
7888,İmişli,MAN,TGA 18.440,2008,Dartqı,Ağ,12 L/440 a.g./Dizel,236 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 500 USD,5.0,1.0,Avropa
7889,Gəncə,Hyundai,Tucson,2007,Offroader / SUV,Qızılı,2.0 L/140 a.g./Benzin,176 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 100 AZN,5.0,2.0,Avropa
7890,Sumqayıt,Kia,Ceed,2008,Universal,Gümüşü,1.6 L/115 a.g./Dizel,258 421 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 400 AZN,5.0,1.0,Avropa
7891,Gəncə,LADA (VAZ),2107,1988,Sedan,Göy,1.6 L/75 a.g./Benzin,93 636 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 900 AZN,5.0,3.0,Rusiya
7892,Bakı,Chevrolet,Malibu,2019,Sedan,Qara,1.5 L/160 a.g./Benzin,39 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 800 AZN,5.0,1.0,Amerika
7893,Bakı,Audi,A4,2006,Sedan,Ağ,2.0 L/150 a.g./Benzin,250 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 000 AZN,4.0,2.0,Avropa
7894,Bakı,BMW,530,2001,Sedan,Qara,3.0 L/231 a.g./Benzin,125 600 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 300 AZN,5.0,0.0,Avropa
7895,Bakı,Mercedes,E 240,1998,Sedan,Qara,2.4 L/170 a.g./Benzin,346 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 900 AZN,4.0,2.0,Digər
7896,Bakı,Mitsubishi,Airtrek,2002,Offroader / SUV,Yaş Asfalt,2.0 L/240 a.g./Benzin,315 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 000 AZN,5.0,1.0,Yaponiya
7897,Bakı,LADA (VAZ),Priora,2012,Sedan,Ağ,1.6 L/106 a.g./Benzin,215 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,5.0,1.0,Avropa
7898,Bakı,Daewoo,Lanos,2009,Sedan,Göy,1.5 L/86 a.g./Benzin,362 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",5 000 AZN,5.0,2.0,Digər
7899,Bakı,Mercedes,C 250,1996,Sedan,Boz,2.5 L/150 a.g./Dizel,457 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 000 AZN,5.0,1.0,Digər
7900,Bakı,Toyota,Camry,2022,Sedan,Ağ,2.5 L/200 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",39 900 USD,5.0,1.0,Avropa
7901,Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L/143 a.g./Dizel,336 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 700 AZN,5.0,1.0,Avropa
7902,Bakı,Kia,Optima,2008,Sedan,Ağ,2.0 L/144 a.g./Benzin,275 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 800 AZN,5.0,3.0,Avropa
7903,Bakı,Audi,Q5,2014,Offroader / SUV,Qara,2.0 L/211 a.g./Benzin,182 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 000 USD,4.0,1.0,Avropa
7904,Bakı,Hyundai,Grandeur,2017,Sedan,Qara,2.4 L/197 a.g./Benzin,63 700 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 600 USD,5.0,2.0,Avropa
7905,Bakı,Mercedes,A 170,2005,Hetçbek,Ağ,1.7 L/116 a.g./Benzin,210 710 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 500 AZN,5.0,1.0,Avropa
7906,Sumqayıt,GAZ,3302-288,1998,Yük maşını,Boz,2.4 L/131 a.g./Benzin,90 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 200 AZN,5.0,1.0,Avropa
7907,Sumqayıt,Ford,Transit,2008,Mikroavtobus,Ağ,2.4 L/140 a.g./Dizel,893 297 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 000 AZN,5.0,0.0,Avropa
7908,Sumqayıt,Opel,Astra,2005,Hetçbek,Gümüşü,1.4 L/90 a.g./Benzin,353 565 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 900 AZN,4.0,1.0,Avropa
7909,Bakı,Volkswagen,Caravelle,2015,Minivan,Qara,2.0 L/180 a.g./Dizel,115 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 900 AZN,5.0,1.0,Rəsmi diler
7910,Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Göy,2.0 L/184 a.g./Dizel,121 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 500 AZN,7.0,1.0,Koreya
7911,Masallı,LADA (VAZ),2104,1992,Sedan,Qara,1.5 L/65 a.g./Benzin,168 555 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 900 AZN,4.0,2.0,Rusiya
7912,Bakı,Nissan,Sunny,2013,Sedan,Qara,1.5 L/88 a.g./Benzin,161 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",13 400 AZN,5.0,1.0,Avropa
7913,Bakı,Mitsubishi,Pajero,2003,Offroader / SUV,Gümüşü,3.0 L/180 a.g./Benzin,146 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 000 AZN,7.0,2.0,Avropa
7914,Bakı,Opel,Astra,1999,Universal,Yaşıl,1.8 L/116 a.g./Benzin,238 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 600 AZN,5.0,1.0,Yaponiya
7915,Bakı,Kia,K5,2022,Sedan,Ağ,2.0 L/150 a.g./Benzin,10 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",56 500 AZN,5.0,1.0,Rəsmi diler
7916,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Qara,2.0 L/175 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",41 900 USD,5.0,1.0,Rəsmi diler
7917,Bakı,BMW,528,2015,Sedan,Qara,2.0 L/245 a.g./Benzin,30 095 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 USD,5.0,0.0,Amerika
7918,Lənkəran,Mercedes,C 230,2005,Sedan,Qara,1.8 L/192 a.g./Benzin,117 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 000 AZN,5.0,2.0,Yaponiya
7919,Bakı,Tesla,Model 3,2022,Sedan,Ağ,0.0 L/306 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",49 900 USD,5.0,1.0,Avropa
7920,Bakı,BMW,528,2015,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,70 800 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 500 USD,4.0,1.0,Avropa
7921,Bakı,Toyota,Auris,2007,Hetçbek,Qara,1.4 L/90 a.g./Dizel,183 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 700 AZN,5.0,2.0,Yaponiya
7922,Bakı,Tufan,CUB50 S,2021,Motosiklet,Ağ,0.1 L/80 a.g./Benzin,40 563 km,Robotlaşdırılmış,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",1 250 AZN,5.0,1.0,Avropa
7923,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Yaş Asfalt,2.0 L/175 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",38 900 USD,5.0,1.0,Rəsmi diler
7924,Bakı,Volkswagen,Passat,2000,Sedan,Göy,1.6 L/101 a.g./Benzin,450 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 800 AZN,5.0,3.0,Avropa
7925,Bakı,Toyota,Corolla,2022,Sedan,Yaş Asfalt,1.6 L/124 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",27 900 USD,5.0,1.0,Avropa
7926,Bakı,Tesla,Model 3,2021,Sedan,Ağ,0.0 L/306 a.g./Elektro,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",46 900 USD,5.0,1.0,Avropa
7927,Bakı,Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4 L/90 a.g./Dizel,240 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 200 AZN,4.0,2.0,Avropa
7928,Bakı,Toyota,RAV 4,2022,Offroader / SUV,Yaş Asfalt,2.0 L/175 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",34 500 USD,5.0,1.0,Rəsmi diler
7929,Bakı,Chevrolet,Lacetti,2006,Sedan,Boz,1.6 L/109 a.g./Benzin,449 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",8 000 AZN,5.0,1.0,Avropa
7930,Bakı,Changan,CS 15,2021,Offroader / SUV,Qara,1.5 L/120 a.g./Benzin,49 700 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 100 AZN,5.0,1.0,Avropa
7931,Bakı,Mercedes,B 170,2008,Hetçbek,Qara,1.7 L/116 a.g./Benzin,155 445 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 300 AZN,5.0,2.0,Avropa
7932,Bakı,Toyota,Corolla,2022,Sedan,Ağ,1.8 L/158 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",28 900 USD,5.0,1.0,Yaponiya
7933,Bakı,Nissan,Tiida,2012,Hetçbek,Qara,1.5 L/109 a.g./Benzin,40 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 600 AZN,4.0,1.0,Yaponiya
7934,Bakı,Opel,Astra,2010,Universal,Qara,1.3 L/90 a.g./Dizel,160 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,1.0,Avropa
7935,Bakı,Mercedes,Vito 116,2012,Minivan,Yaş Asfalt,2.2 L/163 a.g./Dizel,165 234 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 000 AZN,7.0,2.0,Avropa
7936,Bakı,Nissan,Maxima,1998,Sedan,Gümüşü,3.0 L/200 a.g./Benzin,640 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 999 AZN,5.0,1.0,Dubay
7937,Bakı,Mercedes,GLS 450,2020,Offroader / SUV,Qara,3.0 L/367 a.g./Benzin,59 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",115 000 USD,7.0,1.0,Avropa
7938,Bakı,Hyundai,HD-72,2009,Yük maşını,Ağ,3.9 L/170 a.g./Dizel,78 512 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 500 AZN,3.0,2.0,Koreya
7939,Bakı,Mercedes,GLS 450,2020,Offroader / SUV,Ağ,3.0 L/367 a.g./Benzin,60 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",116 000 USD,7.0,1.0,Avropa
7940,Bakı,LADA (VAZ),2106,2003,Sedan,Ağ,1.6 L/75 a.g./Benzin,320 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 500 AZN,5.0,1.0,Avropa
7941,Şəmkir,Shacman,F2000,2012,Yük maşını,Narıncı,9.5 L/380 a.g./Dizel,255 555 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",50 000 AZN,5.0,1.0,Avropa
7942,Bakı,Daewoo,Nexia,2006,Sedan,Tünd qırmızı,1.5 L/85 a.g./Benzin,245 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 000 AZN,5.0,1.0,Avropa
7943,Bakı,Kia,Cerato,2016,Sedan,Gümüşü,1.8 L/149 a.g./Benzin,165 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 900 AZN,5.0,1.0,Avropa
7944,Bakı,Chevrolet,Cruze,2016,Sedan,Ağ,1.4 L/153 a.g./Benzin,90 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 500 AZN,5.0,2.0,Amerika
7945,Bərdə,Ford,Transit,1999,Yük maşını,Qırmızı,2.5 L/96 a.g./Dizel,230 201 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,2.0,1.0,Avropa
7946,Bakı,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L/75 a.g./Benzin,95 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",9 300 AZN,4.0,3.0,Rusiya
7947,Bakı,Hyundai,Elantra,2015,Sedan,Gümüşü,1.8 L/150 a.g./Benzin,172 200 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 000 AZN,5.0,1.0,Amerika
7948,Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Qızılı,3.0 L/248 a.g./Dizel,62 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",73 000 USD,5.0,1.0,Amerika
7949,Bakı,Land Rover,Range Rover,2016,Offroader / SUV,Boz,3.0 L/340 a.g./Benzin,51 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",76 000 USD,5.0,1.0,Avropa
7950,Zaqatala,LADA (VAZ),2101,1971,Sedan,Bej,1.6 L/75 a.g./Benzin,41 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 400 AZN,5.0,1.0,Avropa
7951,Bakı,Land Rover,RR Sport,2016,Offroader / SUV,Ağ,3.0 L/340 a.g./Benzin,79 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",57 500 USD,5.0,1.0,Avropa
7952,Bakı,Hyundai,H 350,2018,Mikroavtobus,Qara,2.5 L/170 a.g./Dizel,386 177 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",53 800 AZN,5.0,1.0,Avropa
7953,Bakı,BMW,520,2017,Sedan,Qara,2.0 L/231 a.g./Dizel,129 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",41 500 USD,5.0,1.0,Avropa
7954,Bakı,Ford,Transit,2008,Yük maşını,Ağ,2.4 L/115 a.g./Dizel,273 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 800 AZN,3.0,1.0,Avropa
7955,Sumqayıt,Mercedes,C 200,1995,Sedan,Qara,2.0 L/136 a.g./Benzin,350 632 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 000 AZN,5.0,1.0,Avropa
7956,Masallı,LADA (VAZ),2112,2005,Hetçbek,Yaş Asfalt,1.5 L/78 a.g./Benzin,532 289 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",6 000 AZN,4.0,3.0,Rusiya
7957,Gəncə,Chevrolet,Aveo,2019,Sedan,Qara,1.4 L/100 a.g./Benzin,48 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 800 AZN,4.0,1.0,Amerika
7958,Bakı,Hyundai,Elantra,2012,Sedan,Ağ,1.8 L/150 a.g./Benzin,98 600 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 300 AZN,5.0,1.0,Digər
7959,Bakı,Opel,Vectra,1993,Sedan,Tünd qırmızı,1.8 L/90 a.g./Benzin,424 370 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 950 AZN,5.0,0.0,Avropa
7960,Sumqayıt,Kia,Ceed,2008,Universal,Ağ,1.6 L/115 a.g./Dizel,185 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 300 AZN,5.0,0.0,Avropa
7961,Ağdaş,LADA (VAZ),2106,1986,Sedan,Qəhvəyi,1.6 L/75 a.g./Benzin,450 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",1 900 AZN,5.0,1.0,Avropa
7962,Bakı,Hyundai,Grandeur,2013,Sedan,Ağ,2.4 L/180 a.g./Benzin,168 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 700 AZN,5.0,2.0,Rəsmi diler
7963,Sumqayıt,Nissan,X-Trail,2002,Offroader / SUV,Qara,2.0 L/150 a.g./Benzin,18 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 600 AZN,5.0,2.0,Yaponiya
7964,Qəbələ,LADA (VAZ),2102,1983,Universal,Ağ,1.6 L/75 a.g./Benzin,300 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu var, rənglənib",1 200 AZN,5.0,1.0,Avropa
7965,Gəncə,LADA (VAZ),2107,1998,Sedan,Ağ,1.6 L/75 a.g./Benzin,200 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",3 500 AZN,4.0,1.0,Rusiya
7966,Bakı,Hyundai,Elantra,2020,Sedan,Ağ,2.0 L/150 a.g./Benzin,34 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",32 800 AZN,5.0,1.0,Avropa
7967,Bakı,Kia,Ceed,2009,Universal,Göy,1.6 L/115 a.g./Dizel,175 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 000 AZN,5.0,1.0,Avropa
7968,Tovuz,Kia,Magentis,2006,Sedan,Yaş Asfalt,2.0 L/140 a.g./Dizel,212 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,0.0,Avropa
7969,Bakı,Mercedes,E 240,1999,Sedan,Göy,2.4 L/170 a.g./Benzin,336 616 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,2.0,Avropa
7970,Gəncə,Hyundai,Sonata,2012,Sedan,Göy,2.0 L/274 a.g./Benzin,178 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",19 500 AZN,5.0,2.0,Amerika
7971,Bakı,Ford,Transit,1997,Yük maşını,Göy,2.5 L/76 a.g./Dizel,401 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 600 AZN,3.0,1.0,Avropa
7972,Şəki,LADA (VAZ),2107,2011,Sedan,Qara,1.5 L/65 a.g./Benzin,59 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu var, rənglənib",6 899 AZN,4.0,3.0,Rusiya
7973,Bakı,LADA (VAZ),2109,1992,Hetçbek,Yaş Asfalt,1.5 L/78 a.g./Benzin,320 222 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 400 AZN,4.0,1.0,Avropa
7974,Bakı,Mercedes,E 220,2000,Sedan,Yaşıl,2.2 L/143 a.g./Dizel,389 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,2.0,Avropa
7975,Sumqayıt,Chevrolet,Cruze,2012,Sedan,Ağ,1.8 L/141 a.g./Benzin,196 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,4.0,2.0,Avropa
7976,Bakı,LADA (VAZ),2107,2000,Sedan,Bənövşəyi,1.6 L/75 a.g./Benzin,235 211 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 950 AZN,5.0,1.0,Avropa
7977,Bakı,Hyundai,Tucson,2008,Offroader / SUV,Ağ,2.0 L/141 a.g./Benzin,175 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 700 AZN,5.0,2.0,Avropa
7978,Bakı,LADA (VAZ),2115,2012,Sedan,Qara,1.6 L/75 a.g./Benzin,190 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 500 AZN,5.0,2.0,Avropa
7979,Biləsuvar,LADA (VAZ),2107,2006,Sedan,Yaşıl,1.6 L/75 a.g./Benzin,189 632 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",5 600 AZN,4.0,2.0,Avropa
7980,Şəmkir,Mercedes,C 220,1999,Sedan,Göy,2.2 L/125 a.g./Dizel,325 689 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 800 AZN,5.0,1.0,Avropa
7981,Bakı,SEAT,Leon,2012,Hetçbek,Gümüşü,1.6 L/102 a.g./Benzin,120 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 000 AZN,5.0,1.0,Avropa
7982,Sumqayıt,Volkswagen,Passat,2003,Sedan,Mavi,1.8 L/150 a.g./Benzin,230 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 500 AZN,5.0,1.0,Avropa
7983,Bakı,CFMOTO,ZFORCE 1000 Sport R,2017,Kvadrosikl,Qırmızı,1.0 L/80 a.g./Benzin,600 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 000 USD,4.0,1.0,Avropa
7984,Bakı,Toyota,Prius,2012,Liftbek,Göy,1.8 L/99 a.g./Hibrid,245 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 300 AZN,5.0,1.0,Amerika
7985,Bakı,Volkswagen,Touareg,2011,Offroader / SUV,Ağ,3.6 L/280 a.g./Benzin,176 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 500 USD,5.0,1.0,Avropa
7986,Bakı,Opel,Astra,2006,Universal,Ağ,1.4 L/90 a.g./Benzin,157 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,5.0,1.0,Avropa
7987,Balakən,GAZ,3110,2000,Sedan,Qara,2.3 L/100 a.g./Benzin,250 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 900 AZN,4.0,2.0,Rusiya
7988,Bakı,BMW,320,2015,Sedan,Qara,2.0 L/184 a.g./Benzin,132 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",23 500 USD,5.0,1.0,Rəsmi diler
7989,Bakı,DAF,105 XF,2014,Dartqı,Ağ,12 L/460 a.g./Dizel,852 471 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",68 000 AZN,5.0,1.0,Avropa
7990,Bakı,Mercedes,Vito 111,2009,Furqon,Göy,2.2 L/116 a.g./Dizel,300 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 000 AZN,3.0,2.0,Avropa
7991,Yevlax,LADA (VAZ),Niva,2012,Offroader / SUV,Ağ,1.7 L/80 a.g./Benzin,150 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 500 AZN,4.0,2.0,Avropa
7992,Bakı,Nissan,Teana,2010,Sedan,Ağ,2.5 L/182 a.g./Benzin,212 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 500 AZN,5.0,1.0,Avropa
7993,Beyləqan,Mercedes,C 230,2000,Sedan,Qara,2.3 L/193 a.g./Benzin,320 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,3.0,Digər
7994,Bakı,Chevrolet,Malibu,2018,Sedan,Ağ,1.5 L/160 a.g./Benzin,62 000 km,Variator,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",26 500 AZN,5.0,1.0,Digər
7995,Bakı,Hyundai,Accent,2008,Sedan,Qızılı,1.5 L/110 a.g./Dizel,161 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 200 AZN,5.0,1.0,Avropa
7996,Bakı,BMW,318,1994,Sedan,Göy,1.8 L/140 a.g./Benzin,278 854 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",7 500 AZN,5.0,1.0,Avropa
7997,Sumqayıt,Nissan,Teana,2005,Sedan,Gümüşü,2.3 L/173 a.g./Benzin,215 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 900 AZN,5.0,2.0,Avropa
